id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
329,COVID disease severity: comparing demographics and social vulnerability indices for pregnant patients,"McKinney, J. R.; Salmanian, B.; Grace, R.; Moufarrij, S.; Sangi-Haghpeykar, H.; Gandhi, M.; Eppes, C.",adult; cohort analysis; conference abstract; controlled study; coronavirus disease 2 19; data analysis; demography; ethnic difference; female; gestational age; housing; human; major clinical study; morbidity; multicenter study; pandemic; pregnant woman; retrospective study; tertiary care center,2021,American Journal of Obstetrics and Gynecology,10.1016/j.ajog.2020.12.1057,NA,Houston,Tract Urban,"McKinney, J. R., Salmanian, B., Grace, R., Moufarrij, S., Sangi-Haghpeykar, H., Gandhi, M., & Eppes, C. (2021). 1032 COVID disease severity: comparing demographics and social vulnerability indices for pregnant patients. American Journal of Obstetrics and Gynecology, 224(2), S639–S640. https://doi.org/10.1016/j.ajog.2020.12.1057"
409,The Impact of COVID-19 on Opioid-Related Overdose Deaths in Texas,"Lalani, K.; Bakos-Block, C.; Cardenas-Turanzas, M.; Cohen, S.; Gopal, B.; Champagne-Langabeer, T.",COVID-19; public health; research; substance use disorder,2022,International Journal of Environmental Research and Public Health,10.3390/ijerph192113796,NA,Houston,County State Urban Community,"Lalani, K., Bakos-Block, C., Cardenas-Turanzas, M., Cohen, S., Gopal, B., & Champagne-Langabeer, T. (2022). The Impact of COVID-19 on Opioid-Related Overdose Deaths in Texas. International Journal of Environmental Research and Public Health, 19(21), 13796. https://doi.org/10.3390/ijerph192113796"
389,Social Vulnerability and Access of Local Medical Care During Hurricane Harvey: A Spatial Analysis,"Rickless, D. S.; Wilt, G. E.; Sharpe, J. D.; Molinari, N.; Stephens, W.; LeBlanc, T. T.",NA,2021,Disaster Medicine & Public Health Preparedness,10.1017/dmp.2020.421,Texas,"Houston, Dallas, Fort Worth",Urban,"Rickless, D. S., Wilt, G. E., Sharpe, J. D., Molinari, N., Stephens, W., & LeBlanc, T. T. (2021). Social Vulnerability and Access of Local Medical Care During Hurricane Harvey: A Spatial Analysis. Disaster Medicine and Public Health Preparedness, 17. https://doi.org/10.1017/dmp.2020.421"
174,Heterogeneity in Spatial Inequities in COVID-19 Vaccination Across 16 Large US Cities,"Bilal, U.; Mullachery, P. H.; Schnake-Mahl, A.; Rollins, H.; McCulley, E.; Kolker, J.; Barber, S.; Diez Roux, A. V.",Adult; COVID-19[Epidemiology]; COVID-19[Prevention & Control]; COVID-19; COVID-19 Vaccines; Cities[Epidemiology]; Humans; Philadelphia; Vaccination; Vaccination Coverage;,2022,American Journal of Epidemiology,10.1093/aje/kwac076,"California, Illinois, Indiana, Minnesota, New York, Pennsylvania, Texas","Long Beach, Los Angeles, Oakland, San Diego, San Francisco, San Jose, Chicago, Indianapolis, Minneapolis, Philadelphia, Austin, Dallas, Fort Worth, Houston, San Antonio",Neighborhood,"Bilal, U., Mullachery, P. H., Schnake-Mahl, A., Rollins, H., McCulley, E., Kolker, J., Barber, S., & Diez Roux, A. V. (2022). Heterogeneity in Spatial Inequities in COVID-19 Vaccination Across 16 Large US Cities. American Journal of Epidemiology, 191(9), 1546–1556. https://doi.org/10.1093/aje/kwac076"
37,On variants and vaccines: The effectiveness of Covid-19 monoclonal antibody therapy during two distinct periods in the pandemic,"Srinivasan, V.; Weinstein, S. E.; Bhimani, A.; Clemons, N. C.; Dinolfo, M.; Shin, C. S.; Grier, J.; Lopez, A.; Braggs, J.; Boucher, J.; Batiste, Q. N.; Garner, O. B.; Yang, S.; Vijayan, T.",NA,2022,PLoS ONE [Electronic Resource],10.1371/journal.pone.0278394,NA,Los Angeles,County State,"Srinivasan, V., Weinstein, S. E., Bhimani, A., Clemons, N. C., Dinolfo, M., Shin, C. S., Grier, J., Lopez, A., Braggs, J., Boucher, J., Batiste, Q. N., Garner, O. B., Yang, S., & Vijayan, T. (2022). On variants and vaccines: The effectiveness of Covid-19 monoclonal antibody therapy during two distinct periods in the pandemic. PLOS ONE, 17(12), e0278394. https://doi.org/10.1371/journal.pone.0278394"
175,Disabilities and disasters: How social cognitive and community factors influence preparedness among people with disabilities,"Adams, Rachel Marie","disabilities, disasters; Disabilities; Disasters; Health & Mental Health Treatment & Prevention [33  ]; General Psychology [21  ]; Human; US",2019,Dissertation Abstracts International: Section B: The Sciences and Engineering,N/A,NA,Los Angeles,Tract County Neighborhood Community,NA
180,Identifying socially vulnerable regions with persistent low accessibility to emergency care through a spatial decision framework,"Vo, A.; Bhaskar, R.; Chi, T. Y.; Faddoul, G.",emergency care management; geographic information systems; Healthcare spatial accessibility; Los Angeles County; social vulnerability,2020,Journal of Decision Systems,10.1080/12460125.2020.1796300,NA,Los Angeles,Tract County,"Vo, A., Bhaskar, R., Chi, T.-Y., & Faddoul, G. (2020). Identifying socially vulnerable regions with persistent low accessibility to emergency care through a spatial decision framework. Journal of Decision Systems, 29(4), 201–222. https://doi.org/10.1080/12460125.2020.1796300"
265,Social Vulnerability Index and Child Opportunity Index High in Asthma but Not Linked to Picu Stay,"Jones, J.; Adiwidjaja, A.; Keefer, M.; Ross, P.; Tan, J.",asthma; asthmatic state; bivariate analysis; California; census tract; child; conference abstract; controlled study; disease control; female; human; icd-1 ; length of stay; major clinical study; male; pediatric intensive care unit; pediatric ward; risk factor; social status; Social Vulnerability Index; United States,2023,Critical Care Medicine,10.1097/01.ccm.0000905996.74891.13,NA,Los Angeles,Tract State Community,"Jones, J., Adiwidjaja, A., Keefer, M., Ross, P., & Tan, J. (2022). 30: SOCIAL VULNERABILITY INDEX AND CHILD OPPORTUNITY INDEX HIGH IN ASTHMA BUT NOT LINKED TO PICU STAY. Critical Care Medicine, 51(1), 15–15. https://doi.org/10.1097/01.ccm.0000905996.74891.13"
490,A multicriteria decision analysis framework to measure equitable healthcare access during COVID-19,"Roy, A.; Kar, B.",NA,2022,Journal of Transport & Health,10.1016/j.jth.2022.101331,NA,Los Angeles,Urban,"Roy, A., & Kar, B. (2022). A multicriteria decision analysis framework to measure equitable healthcare access during COVID-19. Journal of Transport &amp; Health, 24, 101331. https://doi.org/10.1016/j.jth.2022.101331"
407,Social vulnerability profiles are associated with varied outcomes among patients undergoing hepatopancreatic resection,"Hyer, J. M.; Tsilimigras, D. I.; Dalmacy, D.; Paro, A.; Pawlik, T. M.",aged; cluster analysis; complication; conference abstract; controlled study; disability; disease control; female; hospital readmission; household; housing; human; language; length of stay; liver; major clinical study; male; medicare; mortality; pancreas; Social Vulnerability Index,2021,Hpb,10.1016/j.hpb.2021.06.097,Ohio,NA,State Community,"Hyer, J. M., Tsilimigras, D. I., Dalmacy, D., Paro, A., & Pawlik, T. M. (2021). Social vulnerability profiles are associated with varied outcomes among patients undergoing hepatopancreatic resection. HPB, 23, S501–S502. https://doi.org/10.1016/j.hpb.2021.06.097"
301,Social determinants of health impact hospital length of stay for children with severe sepsis,"West, A.; Hamilton, H.; Ammar, N.; Gunturkun, F.; Jones, T.; Chinthala, L.; Burroughs, A.; Shaban-Nejad, A.; Shah, S.",African American; algorithm; blight; census tract; child; conference abstract; controlled study; decision support system; demographics; economic stability; environmental health; female; human; length of stay; major clinical study; male; medical record; neighborhood; observational study; outcome assessment; poverty; preschool child; retrospective study; risk factor; sepsis; social determinants of health; social status; Social Vulnerability Index; Tennessee; univariate analysis,2022,Critical Care Medicine,10.1097/01.ccm.0000808388.04541.2b,Tennessee,Memphis,Tract County Urban Neighborhood Community,"West, A., Hamilton, H., Ammar, N., Gunturkun, F., Jones, T., Chinthala, L., Burroughs, A., Shaban-Nejad, A., & Shah, S. (2021). 516: SOCIAL DETERMINANTS OF HEALTH IMPACT HOSPITAL LENGTH OF STAY FOR CHILDREN WITH SEVERE SEPSIS. Critical Care Medicine, 50(1), 249–249. https://doi.org/10.1097/01.ccm.0000808388.04541.2b"
6,"Social Vulnerability and Safe Building Recertification Violations in Miami, Florida, 2013-2018","Hollar, T. L.; Melo, A. F.; Maitland, K.; Cuenca, S.; Chung, E.",Censuses; Cross-Sectional Studies; Florida; Housing; Humans; Social Vulnerability,2022,American Journal of Public Health,10.2105/AJPH.2022.306890,Florida,Miami,Tract,"Hollar, T. L., Melo, A. F. de, Maitland, K., Cuenca, S., & Chung, E. (2022). Social Vulnerability and Safe Building Recertification Violations in Miami, Florida, 2013–2018. American Journal of Public Health, 112(8), 1217–1220. https://doi.org/10.2105/ajph.2022.306890"
425,Exploring relationships between neighborhood social vulnerability and cancer screening in Miami-Dade County,"Ashad-Bishop, K. C.; Baeker-Bispo, J. A.; Bailey, Z. D.; Kobetz, E. K.",adult; breast cancer; cancer screening; Caucasian; census tract; colorectal cancer; computer; conference abstract; controlled study; disability; disease control; female; household; human; Internet; major clinical study; mammography; mental capacity; neighborhood; poverty; principal component analysis; resident; single parent; Social Vulnerability Index; unemployment; United States; uterine cervix cancer,2023,"Cancer Epidemiology Biomarkers and Prevention. Conference: 15th AACR Conference onthe Science of Cancer Health Disparities in Racial/Ethnic Minoritiesand the Medically Underserved. Philadelphia, PA United States",10.1158/1538-7755.DISP22-C083,NA,Miami,Tract County State Neighborhood Community,"Ashad-Bishop, K. C., Baeker-Bispo, J. A., Bailey, Z. D., & Kobetz, E. K. (2023). Abstract C083: Exploring relationships between neighborhood social vulnerability and cancer screening in Miami-Dade County. Cancer Epidemiology, Biomarkers &amp; Prevention, 32(1_Supplement), C083–C083. https://doi.org/10.1158/1538-7755.disp22-c083"
432,"The Interplay of Diversity, Equity, and Inclusion in Addressing Health Inequities","Steinkamp, L.; Deuel, D.; Lucre, M.; Zavala, P.",Delivery of Health Care; Health Equity; Humans; Primary Health Care; Residence Characteristics; Wisconsin,2021,WMJ,N/A,Wisconsin,Milwaukee,Neighborhood Community,"Steinkamp L, Deuel D, Lucre M, Zavala P. The Interplay of Diversity, Equity, and Inclusion in Addressing Health Inequities. WMJ. 2021 Mar;120(S1):S54-S58. PMID: 33819404."
481,"Targeting Equity in COVID-19 Vaccinations Using the ""Evaluating Vulnerability and Equity"" (EVE) Model","Weston, Benjamin W. M. D. M. P. H.; Swingen, Zachary N. B. S.; Gramann, Shannon B. S.; Pojar, Dan Bsems F. P. C. N. R. P.",Medical Sciences; Emergency medical care; Population; COVID-19 vaccines; Censuses; Immunization; Pandemics; Classification; Variables; Public health; Race; Coronaviruses; Resource allocation; COVID-19; Vaccines; Ethnic factors; Vaccination; United States--US; Wisconsin,2022,American Journal of Public Health,10.2105/AJPH.2021.306585,Wisconsin,Milwaukee,County Community,"Weston, B. W., Swingen, Z. N., Gramann, S., & Pojar, D. (2022). Targeting Equity in COVID-19 Vaccinations Using the “Evaluating Vulnerability and Equity” (EVE) Model. American Journal of Public Health, 112(2), 220–222. https://doi.org/10.2105/ajph.2021.306585"
438,Exploring social vulnerability in locally advanced cervical cancer patients undergoing brachytherapy irradiation,"McAlarnen, L. A.; Sona, M.; Tischer, K.; Small, C.; Bedi, M.; Erickson, B.; Hopp, E. E.",adult; advanced cancer; African American; American Indian; Asian; brachytherapy; cancer patient; cancer radiotherapy; Caucasian; census tract; cohort analysis; conference abstract; controlled study; demographics; disability; disease control; ethnicity; female; geography; Hispanic; household; housing; human; India; language; major clinical study; outcome assessment; rank sum test; social status; Social Vulnerability Index; United States; uterine cervix cancer,2022,Cancer Epidemiology Biomarkers and Prevention. Conference: 14th AACR Conference on the Science of Cancer Health Disparities in Racial/Ethnic Minorities and the Medically Underserved. Virtual.,10.1158/1538-7755.DISP21-PO-231,NA,Milwaukee,Tract State,"McAlarnen, L. A., Sona, M., Tischer, K., Small, C., Bedi, M., Erickson, B., & Hopp, E. E. (2022). Abstract PO-231: Exploring social vulnerability in locally advanced cervical cancer patients undergoing brachytherapy irradiation. Cancer Epidemiology, Biomarkers &amp; Prevention, 31(1_Supplement), PO-231-PO-231. https://doi.org/10.1158/1538-7755.disp21-po-231"
170,"Effects of Social Vulnerability and Spatial Accessibility on COVID-19 Vaccination Coverage: A Census-Tract Level Study in Milwaukee County, USA","Xu, Z.; Jiang, B.",COVID-19[Prevention & Control]; COVID-19; COVID-19 Vaccines; Censuses; Humans; Social Vulnerability; Vaccination; Vaccination Coverage; Vaccines,2022,International Journal of Environmental Research & Public Health [Electronic Resource],10.3390/ijerph191912304,NA,Milwaukee,Tract County,"Xu, Z., & Jiang, B. (2022). Effects of Social Vulnerability and Spatial Accessibility on COVID-19 Vaccination Coverage: A Census-Tract Level Study in Milwaukee County, USA. International Journal of Environmental Research and Public Health, 19(19), 12304. https://doi.org/10.3390/ijerph191912304"
427,Community Vulnerability and Impacts on Disease Severity in Newly Diagnosed Pediatric Inflammatory Bowel Disease,"Zeky, N.; LeBlanc, C.; McDonough, E.; Moulton, D.",African American; cardiovascular disease; child; chronic disease; clinical outcome; conference abstract; crime; Crohn disease; crowding ; diagnosis; disability; disease control; endoscopy; English as a second language; epidemic; ethnic group; female; flooding; food desert; gastroenterology; health care access; high school; Hispanic; household; housing; human; hurricane; inflammatory bowel disease; Louisiana; major clinical study; medical record review; mental health; nutrition; outcome assessment; pancolitis; phenotype; physiological stress; poverty; race; respiratory tract disease; retrospective study; school child; seashore; single parent; social determinants of health; social inequality; social status; social support; Social Vulnerability Index; ulcerative colitis; unemployment,2022,Journal of Pediatric Gastroenterology and Nutrition,N/A,Louisiana,New Orleans,State,"Waschmann M, Stuart A, Trieschmann K, Lin HC, Hunter AK. Assessing the Impact of the COVID-19 Pandemic on the Severity of Pediatric Inflammatory Bowel Disease Admissions and New Diagnoses. Crohns Colitis 360. 2023 Oct 25;5(4):otad062. doi: 10.1093/crocol/otad062. PMID: 37941600; PMCID: PMC10629215."
522,"Disaggregating disparities: A case study of heterogenous COVID-19 disparities across waves, geographies, social vulnerability, and political lean in Louisiana","Schnake-Mahl, A.; Bilal, U.",COVID-19; Health disparities; Political context; Social determinants of health; Social vulnerability,2022,Preventive Medicine Reports,10.1016/j.pmedr.2022.101833,Louisiana,New Orleans,Tract State Rural Urban,"Schnake-Mahl, A., & Bilal, U. (2022). Disaggregating disparities: A case study of heterogenous COVID-19 disparities across waves, geographies, social vulnerability, and political lean in Louisiana. Preventive Medicine Reports, 28, 101833. https://doi.org/10.1016/j.pmedr.2022.101833"
